seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
82,15,15,1.0,4878.287376351251,325.21915842341673,0.04699999999957072,0.04699999999957072,173,15,0,153,188,190,7,user_exit,,2 4 8 17 19,190,0.04699999999957072
83,15,15,1.0,4712.497347921811,314.16648986145407,0.03099999999994907,0.03099999999994907,162,15,0,153,177,179,7,user_exit,,10 11 13 19 20,179,0.03099999999994907
84,14,14,1.0,4896.672071349974,349.76229081071244,0.03099999999994907,0.03099999999994907,163,14,0,152,177,179,7,user_exit,,1 3 8 14 15 17,179,0.03099999999994907
85,14,14,1.0,5168.863810066256,369.2045578618754,0.04700000000048021,0.04700000000048021,179,14,0,152,193,195,7,user_exit,,2 3 4 13 16 20,195,0.04700000000048021
86,16,16,1.0,4804.955401899273,300.30971261870457,0.03099999999994907,0.03099999999994907,163,16,0,153,179,181,7,user_exit,,9 11 15 18,181,0.03099999999994907
87,14,14,1.0,4843.560181220222,345.968584372873,0.032000000000152795,0.032000000000152795,167,14,0,148,181,183,7,user_exit,,3 5 10 12 18 19,183,0.032000000000152795
88,13,13,1.0,5174.280619448604,398.0215861114311,0.032000000000152795,0.032000000000152795,172,13,0,151,185,187,7,user_exit,,1 5 6 7 14 18 20,187,0.032000000000152795
89,16,16,1.0,5156.990658417782,322.31191615111135,0.03099999999994907,0.03099999999994907,163,16,0,153,179,181,7,user_exit,,4 12 15 19,181,0.046000000000276486
90,14,14,1.0,4810.799516346533,343.62853688189523,0.032000000000152795,0.032000000000152795,167,14,0,149,181,183,7,user_exit,,2 5 12 15 19 20,183,0.032000000000152795
91,15,15,1.0,5081.256889797252,338.7504593198168,0.04699999999957072,0.04699999999957072,162,15,0,151,177,179,7,user_exit,,5 10 13 14 20,179,0.04699999999957072
92,13,13,1.0,5150.577727978648,396.1982867675883,0.07800000000042928,0.07800000000042928,176,13,0,152,189,191,7,user_exit,,2 3 4 7 8 11 15,191,0.07800000000042928
93,16,16,1.0,5567.495007431047,347.96843796444045,0.04699999999957072,0.04699999999957072,172,16,0,153,188,190,7,user_exit,,2 6 8 15,190,0.04699999999957072
94,10,10,1.0,4204.877721322223,420.4877721322223,0.015000000000327418,0.015000000000327418,157,10,0,146,167,169,7,user_exit,,4 6 9 10 13 14 16 18 19 20,169,0.015000000000327418
95,13,13,1.0,5140.994800086351,395.4611384681808,0.04699999999957072,0.04699999999957072,166,13,0,151,179,181,7,user_exit,,2 8 11 12 13 18 19,181,0.04699999999957072
96,15,15,1.0,5030.448115781632,335.36320771877547,0.04700000000048021,0.04700000000048021,162,15,0,150,177,179,7,user_exit,,3 7 9 15 17,179,0.06300000000010186
97,10,10,1.0,4490.910946323618,449.09109463236183,0.046000000000276486,0.046000000000276486,159,10,0,148,169,171,7,user_exit,,1 3 5 7 10 11 16 18 19 20,171,0.046000000000276486
98,12,12,1.0,4890.703164617819,407.5585970514849,0.032000000000152795,0.032000000000152795,164,12,0,149,176,178,7,user_exit,,3 4 11 12 13 14 15 18,178,0.032000000000152795
99,16,16,1.0,4496.785225341774,281.0490765838609,0.016000000000531145,0.016000000000531145,163,16,0,153,179,181,7,user_exit,,1 6 7 13,181,0.016000000000531145
100,15,15,1.0,5174.499136137011,344.96660907580076,0.04699999999957072,0.04699999999957072,162,15,0,152,177,179,7,user_exit,,2 4 7 13 16,179,0.04699999999957072
